BNF_PARAGRAPH_CODE,REGION_CODE,UNIT_OF_MEASURE,PREP_CLASS,SNOMED_CODE,PHARMACY_ADVANCED_SERVICE,BNF_CHAPTER,YEAR_MONTH,SUPPLIER_NAME,TOTAL_QUANTITY,DISPENSER_ACCOUNT_TYPE,GENERIC_BNF_EQUIVALENT_NAME,BNF_PRESENTATION_CODE,BNF_SECTION,GENERIC_BNF_EQUIVALENT_CODE,BNF_SECTION_CODE,ICB_NAME,PRESCRIBED_PREP_CLASS,BNF_PARAGRAPH,ICB_CODE,BNF_CHAPTER_CODE,REGION_NAME,ITEMS,BNF_CHEMICAL_SUBSTANCE,BNF_CHEMICAL_SUBSTANCE_CODE,NIC,BNF_PRESENTATION_NAME
50105,Y58,tablet,1,41948811000001108,Pharmacy First Clinical Pathways,Infections,202402,,80.0,English Pharmacy,Erythromycin 250mg gastro-resistant tablets,0501050C0AAABAB,Antibacterial drugs,0501050C0AAABAB,501,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1,Macrolides,QR1,5,SOUTH WEST,2,Erythromycin,0501050C0,5.34,Erythromycin 250mg gastro-resistant tablets
50105,Y58,tablet,1,41948811000001108,Pharmacy First Clinical Pathways,Infections,202402,,68.0,English Pharmacy,Erythromycin 250mg gastro-resistant tablets,0501050C0AAABAB,Antibacterial drugs,0501050C0AAABAB,501,NHS DEVON INTEGRATED CARE BOARD,1,Macrolides,QJK,5,SOUTH WEST,2,Erythromycin,0501050C0,4.54,Erythromycin 250mg gastro-resistant tablets
50105,Y60,tablet,1,41948811000001108,Pharmacy First Clinical Pathways,Infections,202402,,120.0,English Pharmacy,Erythromycin 250mg gastro-resistant tablets,0501050C0AAABAB,Antibacterial drugs,0501050C0AAABAB,501,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,Macrolides,QGH,5,MIDLANDS,3,Erythromycin,0501050C0,8.01,Erythromycin 250mg gastro-resistant tablets
50105,Y56,tablet,1,41948811000001108,Pharmacy First Clinical Pathways,Infections,202402,,164.0,English Pharmacy,Erythromycin 250mg gastro-resistant tablets,0501050C0AAABAB,Antibacterial drugs,0501050C0AAABAB,501,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1,Macrolides,QRV,5,LONDON,5,Erythromycin,0501050C0,10.95,Erythromycin 250mg gastro-resistant tablets
50105,Y61,tablet,1,41948811000001108,Pharmacy First Clinical Pathways,Infections,202402,,40.0,English Pharmacy,Erythromycin 250mg gastro-resistant tablets,0501050C0AAABAB,Antibacterial drugs,0501050C0AAABAB,501,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1,Macrolides,QUE,5,EAST OF ENGLAND,1,Erythromycin,0501050C0,2.67,Erythromycin 250mg gastro-resistant tablets
50105,Y60,tablet,1,41948811000001108,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin 250mg gastro-resistant tablets,0501050C0AAABAB,Antibacterial drugs,0501050C0AAABAB,501,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1,Macrolides,QT1,5,MIDLANDS,5,Erythromycin,0501050C0,13.35,Erythromycin 250mg gastro-resistant tablets
50105,Y59,tablet,1,41948811000001108,Pharmacy First Clinical Pathways,Infections,202402,,120.0,English Pharmacy,Erythromycin 250mg gastro-resistant tablets,0501050C0AAABAB,Antibacterial drugs,0501050C0AAABAB,501,NHS FRIMLEY INTEGRATED CARE BOARD,1,Macrolides,QNQ,5,SOUTH EAST,3,Erythromycin,0501050C0,8.01,Erythromycin 250mg gastro-resistant tablets
50105,Y58,tablet,1,41948811000001108,Pharmacy First Clinical Pathways,Infections,202402,,40.0,English Pharmacy,Erythromycin 250mg gastro-resistant tablets,0501050C0AAABAB,Antibacterial drugs,0501050C0AAABAB,501,NHS DORSET INTEGRATED CARE BOARD,1,Macrolides,QVV,5,SOUTH WEST,1,Erythromycin,0501050C0,2.67,Erythromycin 250mg gastro-resistant tablets
50105,Y61,ml,1,41948911000001103,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin ethyl succinate 125mg/5ml oral suspension,0501050H0AAAAAA,Antibacterial drugs,0501050H0AAAAAA,501,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,Macrolides,QM7,5,EAST OF ENGLAND,1,Erythromycin ethylsuccinate,0501050H0,11.82,Erythromycin ethyl succinate 125mg/5ml oral suspension
50105,Y61,ml,1,41948911000001103,Pharmacy First Clinical Pathways,Infections,202402,,100.0,English Pharmacy,Erythromycin ethyl succinate 125mg/5ml oral suspension,0501050H0AAAAAA,Antibacterial drugs,0501050H0AAAAAA,501,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,Macrolides,QHG,5,EAST OF ENGLAND,1,Erythromycin ethylsuccinate,0501050H0,5.91,Erythromycin ethyl succinate 125mg/5ml oral suspension
50105,Y63,ml,1,41948911000001103,Pharmacy First Clinical Pathways,Infections,202402,,400.0,English Pharmacy,Erythromycin ethyl succinate 125mg/5ml oral suspension,0501050H0AAAAAA,Antibacterial drugs,0501050H0AAAAAA,501,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1,Macrolides,QHM,5,NORTH EAST AND YORKSHIRE,3,Erythromycin ethylsuccinate,0501050H0,23.64,Erythromycin ethyl succinate 125mg/5ml oral suspension
50105,Y62,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,Macrolides,QYG,5,NORTH WEST,1,Erythromycin ethylsuccinate,0501050H0,20.54,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y63,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,400.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,Macrolides,QOQ,5,NORTH EAST AND YORKSHIRE,2,Erythromycin ethylsuccinate,0501050H0,41.08,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y59,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1,Macrolides,QRL,5,SOUTH EAST,1,Erythromycin ethylsuccinate,0501050H0,20.54,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y60,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,300.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,Macrolides,QNC,5,MIDLANDS,2,Erythromycin ethylsuccinate,0501050H0,30.81,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y60,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1,Macrolides,QHL,5,MIDLANDS,2,Erythromycin ethylsuccinate,0501050H0,20.54,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y56,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,1,Macrolides,QMF,5,LONDON,1,Erythromycin ethylsuccinate,0501050H0,20.54,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y61,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,100.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,Macrolides,QH8,5,EAST OF ENGLAND,1,Erythromycin ethylsuccinate,0501050H0,10.27,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y61,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,400.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,Macrolides,QM7,5,EAST OF ENGLAND,2,Erythromycin ethylsuccinate,0501050H0,41.08,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y62,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,400.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,Macrolides,QE1,5,NORTH WEST,2,Erythromycin ethylsuccinate,0501050H0,41.08,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y60,ml,1,41949011000001107,Pharmacy First Clinical Pathways,Infections,202402,,100.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml oral suspension,0501050H0AAABAB,Antibacterial drugs,0501050H0AAABAB,501,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,Macrolides,QGH,5,MIDLANDS,1,Erythromycin ethylsuccinate,0501050H0,10.27,Erythromycin ethyl succinate 250mg/5ml oral suspension
50105,Y63,ml,1,41949211000001102,Pharmacy First Clinical Pathways,Infections,202402,,100.0,English Pharmacy,Erythromycin ethyl succinate 500mg/5ml oral suspension,0501050H0AAACAC,Antibacterial drugs,0501050H0AAACAC,501,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,Macrolides,QF7,5,NORTH EAST AND YORKSHIRE,1,Erythromycin ethylsuccinate,0501050H0,19.34,Erythromycin ethyl succinate 500mg/5ml oral suspension
50105,Y63,tablet,1,41949111000001108,Pharmacy First Clinical Pathways,Infections,202402,,20.0,English Pharmacy,Erythromycin ethyl succinate 500mg tablets,0501050H0AAAEAE,Antibacterial drugs,0501050H0AAAEAE,501,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,Macrolides,QOQ,5,NORTH EAST AND YORKSHIRE,1,Erythromycin ethylsuccinate,0501050H0,11.39,Erythromycin ethyl succinate 500mg tablets
50105,Y63,tablet,1,41949111000001108,Pharmacy First Clinical Pathways,Infections,202402,,40.0,English Pharmacy,Erythromycin ethyl succinate 500mg tablets,0501050H0AAAEAE,Antibacterial drugs,0501050H0AAAEAE,501,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,Macrolides,QWO,5,NORTH EAST AND YORKSHIRE,2,Erythromycin ethylsuccinate,0501050H0,22.78,Erythromycin ethyl succinate 500mg tablets
50105,Y62,tablet,1,41949111000001108,Pharmacy First Clinical Pathways,Infections,202402,,20.0,English Pharmacy,Erythromycin ethyl succinate 500mg tablets,0501050H0AAAEAE,Antibacterial drugs,0501050H0AAAEAE,501,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,Macrolides,QE1,5,NORTH WEST,1,Erythromycin ethylsuccinate,0501050H0,11.39,Erythromycin ethyl succinate 500mg tablets
50105,Y62,tablet,1,41949111000001108,Pharmacy First Clinical Pathways,Infections,202402,,20.0,English Pharmacy,Erythromycin ethyl succinate 500mg tablets,0501050H0AAAEAE,Antibacterial drugs,0501050H0AAAEAE,501,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1,Macrolides,QOP,5,NORTH WEST,1,Erythromycin ethylsuccinate,0501050H0,11.39,Erythromycin ethyl succinate 500mg tablets
50105,Y61,tablet,1,41949111000001108,Pharmacy First Clinical Pathways,Infections,202402,,20.0,English Pharmacy,Erythromycin ethyl succinate 500mg tablets,0501050H0AAAEAE,Antibacterial drugs,0501050H0AAAEAE,501,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,Macrolides,QM7,5,EAST OF ENGLAND,1,Erythromycin ethylsuccinate,0501050H0,11.39,Erythromycin ethyl succinate 500mg tablets
50105,Y56,ml,1,36564711000001108,Pharmacy First Clinical Pathways,Infections,202402,,100.0,English Pharmacy,Erythromycin ethyl succinate 125mg/5ml susp sugar free,0501050H0AAALAL,Antibacterial drugs,0501050H0AAALAL,501,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1,Macrolides,QRV,5,LONDON,1,Erythromycin ethylsuccinate,0501050H0,6.41,Erythromycin ethyl succinate 125mg/5ml susp sugar free
50105,Y60,ml,1,36564711000001108,Pharmacy First Clinical Pathways,Infections,202402,,100.0,English Pharmacy,Erythromycin ethyl succinate 125mg/5ml susp sugar free,0501050H0AAALAL,Antibacterial drugs,0501050H0AAALAL,501,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,Macrolides,QJ2,5,MIDLANDS,1,Erythromycin ethylsuccinate,0501050H0,6.41,Erythromycin ethyl succinate 125mg/5ml susp sugar free
50105,Y63,ml,1,36564711000001108,Pharmacy First Clinical Pathways,Infections,202402,,400.0,English Pharmacy,Erythromycin ethyl succinate 125mg/5ml susp sugar free,0501050H0AAALAL,Antibacterial drugs,0501050H0AAALAL,501,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,Macrolides,QOQ,5,NORTH EAST AND YORKSHIRE,1,Erythromycin ethylsuccinate,0501050H0,25.64,Erythromycin ethyl succinate 125mg/5ml susp sugar free
50105,Y56,ml,1,39107311000001103,Pharmacy First Clinical Pathways,Infections,202402,,400.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml susp sugar free,0501050H0AAAMAM,Antibacterial drugs,0501050H0AAAMAM,501,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,1,Macrolides,QKK,5,LONDON,2,Erythromycin ethylsuccinate,0501050H0,65.64,Erythromycin ethyl succinate 250mg/5ml susp sugar free
50105,Y56,ml,1,39107311000001103,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml susp sugar free,0501050H0AAAMAM,Antibacterial drugs,0501050H0AAAMAM,501,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1,Macrolides,QWE,5,LONDON,1,Erythromycin ethylsuccinate,0501050H0,32.82,Erythromycin ethyl succinate 250mg/5ml susp sugar free
50105,Y60,ml,1,39107311000001103,Pharmacy First Clinical Pathways,Infections,202402,,400.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml susp sugar free,0501050H0AAAMAM,Antibacterial drugs,0501050H0AAAMAM,501,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1,Macrolides,QOC,5,MIDLANDS,2,Erythromycin ethylsuccinate,0501050H0,65.64,Erythromycin ethyl succinate 250mg/5ml susp sugar free
50105,Y60,ml,1,39107311000001103,Pharmacy First Clinical Pathways,Infections,202402,,100.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml susp sugar free,0501050H0AAAMAM,Antibacterial drugs,0501050H0AAAMAM,501,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,Macrolides,QNC,5,MIDLANDS,1,Erythromycin ethylsuccinate,0501050H0,16.41,Erythromycin ethyl succinate 250mg/5ml susp sugar free
50105,Y63,ml,1,39107311000001103,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml susp sugar free,0501050H0AAAMAM,Antibacterial drugs,0501050H0AAAMAM,501,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,Macrolides,QWO,5,NORTH EAST AND YORKSHIRE,1,Erythromycin ethylsuccinate,0501050H0,32.82,Erythromycin ethyl succinate 250mg/5ml susp sugar free
50105,Y59,ml,1,39107311000001103,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml susp sugar free,0501050H0AAAMAM,Antibacterial drugs,0501050H0AAAMAM,501,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1,Macrolides,QKS,5,SOUTH EAST,1,Erythromycin ethylsuccinate,0501050H0,32.82,Erythromycin ethyl succinate 250mg/5ml susp sugar free
50105,Y62,ml,1,39107311000001103,Pharmacy First Clinical Pathways,Infections,202402,,300.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml susp sugar free,0501050H0AAAMAM,Antibacterial drugs,0501050H0AAAMAM,501,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,Macrolides,QE1,5,NORTH WEST,2,Erythromycin ethylsuccinate,0501050H0,49.23,Erythromycin ethyl succinate 250mg/5ml susp sugar free
50105,Y60,ml,1,39107311000001103,Pharmacy First Clinical Pathways,Infections,202402,,200.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml susp sugar free,0501050H0AAAMAM,Antibacterial drugs,0501050H0AAAMAM,501,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1,Macrolides,QHL,5,MIDLANDS,1,Erythromycin ethylsuccinate,0501050H0,32.82,Erythromycin ethyl succinate 250mg/5ml susp sugar free
50105,Y63,ml,1,39107311000001103,Pharmacy First Clinical Pathways,Infections,202402,,700.0,English Pharmacy,Erythromycin ethyl succinate 250mg/5ml susp sugar free,0501050H0AAAMAM,Antibacterial drugs,0501050H0AAAMAM,501,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1,Macrolides,QHM,5,NORTH EAST AND YORKSHIRE,5,Erythromycin ethylsuccinate,0501050H0,114.87,Erythromycin ethyl succinate 250mg/5ml susp sugar free
50105,Y58,tablet,1,41949311000001105,Pharmacy First Clinical Pathways,Infections,202402,,40.0,English Pharmacy,Erythromycin stearate 250mg tablets,0501050N0AAAAAA,Antibacterial drugs,0501050N0AAAAAA,501,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1,Macrolides,QUY,5,SOUTH WEST,1,Erythromycin stearate,0501050N0,7.28,Erythromycin stearate 250mg tablets
50105,Y58,tablet,1,41949311000001105,Pharmacy First Clinical Pathways,Infections,202402,,40.0,English Pharmacy,Erythromycin stearate 250mg tablets,0501050N0AAAAAA,Antibacterial drugs,0501050N0AAAAAA,501,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1,Macrolides,QOX,5,SOUTH WEST,1,Erythromycin stearate,0501050N0,7.28,Erythromycin stearate 250mg tablets
50105,Y60,tablet,1,41949311000001105,Pharmacy First Clinical Pathways,Infections,202402,,40.0,English Pharmacy,Erythromycin stearate 250mg tablets,0501050N0AAAAAA,Antibacterial drugs,0501050N0AAAAAA,501,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,Macrolides,QJ2,5,MIDLANDS,1,Erythromycin stearate,0501050N0,7.28,Erythromycin stearate 250mg tablets
50105,Y60,tablet,1,41949311000001105,Pharmacy First Clinical Pathways,Infections,202402,,40.0,English Pharmacy,Erythromycin stearate 250mg tablets,0501050N0AAAAAA,Antibacterial drugs,0501050N0AAAAAA,501,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,Macrolides,QNC,5,MIDLANDS,1,Erythromycin stearate,0501050N0,7.28,Erythromycin stearate 250mg tablets
50105,Y61,tablet,1,41949311000001105,Pharmacy First Clinical Pathways,Infections,202402,,40.0,English Pharmacy,Erythromycin stearate 250mg tablets,0501050N0AAAAAA,Antibacterial drugs,0501050N0AAAAAA,501,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,Macrolides,QM7,5,EAST OF ENGLAND,1,Erythromycin stearate,0501050N0,7.28,Erythromycin stearate 250mg tablets
50105,Y60,tablet,1,41949311000001105,Pharmacy First Clinical Pathways,Infections,202402,,40.0,English Pharmacy,Erythromycin stearate 250mg tablets,0501050N0AAAAAA,Antibacterial drugs,0501050N0AAAAAA,501,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,Macrolides,QWU,5,MIDLANDS,1,Erythromycin stearate,0501050N0,7.28,Erythromycin stearate 250mg tablets
50113,Y63,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,36.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,Urinary-tract infections,QWO,5,NORTH EAST AND YORKSHIRE,3,Nitrofurantoin,0501130R0,3.15,Nitrofurantoin 50mg capsules
50113,Y56,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,24.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,1,Urinary-tract infections,QKK,5,LONDON,2,Nitrofurantoin,0501130R0,2.1,Nitrofurantoin 50mg capsules
50113,Y59,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,6.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS FRIMLEY INTEGRATED CARE BOARD,1,Urinary-tract infections,QNQ,5,SOUTH EAST,1,Nitrofurantoin,0501130R0,0.52,Nitrofurantoin 50mg capsules
50113,Y56,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,26.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1,Urinary-tract infections,QMJ,5,LONDON,2,Nitrofurantoin,0501130R0,2.27,Nitrofurantoin 50mg capsules
50113,Y61,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,60.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1,Urinary-tract infections,QJG,5,EAST OF ENGLAND,5,Nitrofurantoin,0501130R0,5.25,Nitrofurantoin 50mg capsules
50113,Y58,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,36.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1,Urinary-tract infections,QR1,5,SOUTH WEST,3,Nitrofurantoin,0501130R0,3.15,Nitrofurantoin 50mg capsules
50113,Y62,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,48.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1,Urinary-tract infections,QOP,5,NORTH WEST,4,Nitrofurantoin,0501130R0,4.2,Nitrofurantoin 50mg capsules
50113,Y60,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,24.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,Urinary-tract infections,QWU,5,MIDLANDS,2,Nitrofurantoin,0501130R0,2.1,Nitrofurantoin 50mg capsules
50113,Y62,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,18.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,Urinary-tract infections,QE1,5,NORTH WEST,2,Nitrofurantoin,0501130R0,1.57,Nitrofurantoin 50mg capsules
50113,Y60,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,54.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1,Urinary-tract infections,QUA,5,MIDLANDS,5,Nitrofurantoin,0501130R0,4.72,Nitrofurantoin 50mg capsules
50113,Y63,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,12.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,Urinary-tract infections,QF7,5,NORTH EAST AND YORKSHIRE,1,Nitrofurantoin,0501130R0,1.05,Nitrofurantoin 50mg capsules
50113,Y61,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,66.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,Urinary-tract infections,QH8,5,EAST OF ENGLAND,6,Nitrofurantoin,0501130R0,5.77,Nitrofurantoin 50mg capsules
50113,Y56,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,186.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,1,Urinary-tract infections,QMF,5,LONDON,16,Nitrofurantoin,0501130R0,16.27,Nitrofurantoin 50mg capsules
50113,Y60,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,42.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1,Urinary-tract infections,QK1,5,MIDLANDS,4,Nitrofurantoin,0501130R0,3.67,Nitrofurantoin 50mg capsules
50113,Y60,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,24.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,Urinary-tract infections,QJ2,5,MIDLANDS,3,Nitrofurantoin,0501130R0,2.09,Nitrofurantoin 50mg capsules
50113,Y61,capsule,1,41953111000001108,Pharmacy First Clinical Pathways,Infections,202402,,36.0,English Pharmacy,Nitrofurantoin 50mg capsules,0501130R0AAAAAA,Antibacterial drugs,0501130R0AAAAAA,501,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1,Urinary-tract infections,QMM,5,EAST OF ENGLAND,3,Nitrofurantoin,0501130R0,3.15,Nitrofurantoin 50mg capsules
